millis,stampunix,datetime,RH%,tempC,CH4smV, CH4rmV, VbatmV, K33_RH, K33_Temp, K33_CO2, SampleNumber, PumpCycle
13999, 1683109126, 2023/5/3 10:18:46, 42.20, 22.20, 1827.94, 1827.94, 4077.15, 0.00, 23.03, 0.00, 6, 1
15998, 1683109128, 2023/5/3 10:18:48, 42.20, 22.20, 1827.94, 1827.94, 4077.15, 0.00, 23.03, 0.00, 7, 1
17999, 1683109130, 2023/5/3 10:18:50, 42.10, 22.20, 225.75, 1827.94, 4082.03, 0.00, 23.03, 0.00, 8, 1
19999, 1683109132, 2023/5/3 10:18:52, 42.00, 22.20, 224.25, 1829.25, 4082.03, 0.00, 23.03, 0.00, 9, 1
21999, 1683109134, 2023/5/3 10:18:54, 42.60, 22.20, 223.50, 1829.06, 4077.15, 0.00, 23.03, 0.00, 10, 1
23999, 1683109136, 2023/5/3 10:18:56, 42.80, 22.20, 223.50, 1829.06, 4072.27, 34.78, 23.06, 635.00, 11, 1
25999, 1683109138, 2023/5/3 10:18:58, 42.80, 22.20, 224.06, 1828.88, 4067.38, 34.78, 23.06, 635.00, 12, 1
27999, 1683109140, 2023/5/3 10:19:0, 42.50, 22.20, 224.81, 1828.88, 4072.27, 34.78, 23.06, 635.00, 13, 1
29999, 1683109142, 2023/5/3 10:19:2, nan, nan, 226.13, 1828.88, 4072.27, 34.78, 23.06, 635.00, 14, 1
32000, 1683109144, 2023/5/3 10:19:4, 42.10, 22.20, 227.63, 1828.88, 4008.79, 34.78, 23.06, 635.00, 15, 1
33999, 1683109146, 2023/5/3 10:19:6, 42.10, 22.20, 229.31, 1828.88, 4008.79, 34.78, 23.06, 635.00, 16, 1
35999, 1683109148, 2023/5/3 10:19:8, 42.00, 22.20, 231.00, 1829.06, 4008.79, 34.78, 23.06, 635.00, 17, 1
37999, 1683109150, 2023/5/3 10:19:10, 42.00, 22.20, 232.88, 1829.06, 4077.15, 34.78, 23.06, 635.00, 18, 1
39999, 1683109152, 2023/5/3 10:19:12, 41.80, 22.20, 234.75, 1829.25, 4077.15, 34.78, 23.06, 635.00, 19, 1
41999, 1683109154, 2023/5/3 10:19:14, 41.90, 22.20, 236.63, 1829.44, 4077.15, 34.78, 23.06, 635.00, 20, 1
43999, 1683109156, 2023/5/3 10:19:16, 41.90, 22.20, 238.50, 1829.44, 4067.38, 30.18, 23.35, 576.00, 21, 1
45999, 1683109158, 2023/5/3 10:19:18, 41.80, 22.10, 240.56, 1829.63, 4067.38, 30.18, 23.35, 576.00, 22, 1
47998, 1683109160, 2023/5/3 10:19:20, 41.90, 22.10, 242.44, 1829.81, 4067.38, 30.18, 23.35, 576.00, 23, 1
49999, 1683109162, 2023/5/3 10:19:22, 41.90, 22.10, 244.31, 1830.00, 4067.38, 30.18, 23.35, 576.00, 24, 1
51998, 1683109164, 2023/5/3 10:19:24, 41.90, 22.10, 246.38, 1830.19, 4067.38, 30.18, 23.35, 576.00, 25, 1
53999, 1683109166, 2023/5/3 10:19:26, 41.90, 22.10, 248.44, 1830.56, 4003.91, 30.18, 23.35, 576.00, 26, 1
55998, 1683109168, 2023/5/3 10:19:28, 41.90, 22.10, 250.31, 1830.75, 4003.91, 30.18, 23.35, 576.00, 27, 1
58000, 1683109170, 2023/5/3 10:19:30, 41.90, 22.10, 252.38, 1830.94, 4072.27, 30.18, 23.35, 576.00, 28, 1
59999, 1683109172, 2023/5/3 10:19:32, 41.90, 22.10, 254.44, 1831.50, 4072.27, 30.18, 23.35, 576.00, 29, 1
62000, 1683109174, 2023/5/3 10:19:34, 41.90, 22.10, 256.50, 1831.69, 4072.27, 30.18, 23.35, 576.00, 30, 1
64000, 1683109176, 2023/5/3 10:19:36, 41.90, 22.10, 258.56, 1831.88, 4067.38, 28.93, 23.65, 572.00, 31, 1
65999, 1683109178, 2023/5/3 10:19:38, 41.90, 22.10, 260.63, 1832.25, 4067.38, 28.93, 23.65, 572.00, 32, 1
67999, 1683109180, 2023/5/3 10:19:40, 42.00, 22.10, 262.69, 1832.63, 4067.38, 28.93, 23.65, 572.00, 33, 1
69999, 1683109182, 2023/5/3 10:19:42, 41.90, 22.10, 264.56, 1833.00, 4067.38, 28.93, 23.65, 572.00, 34, 1
71999, 1683109184, 2023/5/3 10:19:44, 41.90, 22.10, 266.44, 1833.38, 4067.38, 28.93, 23.65, 572.00, 35, 1
74000, 1683109186, 2023/5/3 10:19:46, 42.00, 22.10, 268.31, 1833.94, 4003.91, 28.93, 23.65, 572.00, 36, 1
75999, 1683109188, 2023/5/3 10:19:48, 42.00, 22.10, 270.19, 1834.31, 3999.02, 28.93, 23.65, 572.00, 37, 1
78000, 1683109190, 2023/5/3 10:19:50, 41.90, 22.10, 271.88, 1834.69, 4072.27, 28.93, 23.65, 572.00, 38, 1
80000, 1683109192, 2023/5/3 10:19:52, 42.00, 22.10, 273.56, 1834.88, 4072.27, 28.93, 23.65, 572.00, 39, 1
81999, 1683109194, 2023/5/3 10:19:54, 42.00, 22.10, 275.44, 1835.44, 4072.27, 28.93, 23.65, 572.00, 40, 1
83999, 1683109196, 2023/5/3 10:19:56, 41.90, 22.00, 276.94, 1835.81, 4062.50, 28.33, 23.95, 575.00, 41, 1
85998, 1683109198, 2023/5/3 10:19:58, 41.90, 22.00, 278.63, 1836.19, 4062.50, 28.33, 23.95, 575.00, 42, 1
87999, 1683109200, 2023/5/3 10:20:0, 41.90, 22.00, 280.13, 1836.56, 4062.50, 28.33, 23.95, 575.00, 43, 1
89998, 1683109202, 2023/5/3 10:20:2, 41.90, 22.00, 281.81, 1837.13, 4062.50, 28.33, 23.95, 575.00, 44, 1
91999, 1683109204, 2023/5/3 10:20:4, 41.90, 22.00, 283.50, 1837.69, 4062.50, 28.33, 23.95, 575.00, 45, 1
93999, 1683109206, 2023/5/3 10:20:6, 41.90, 22.00, 285.00, 1837.88, 3999.02, 28.33, 23.95, 575.00, 46, 1
96000, 1683109208, 2023/5/3 10:20:8, 41.90, 22.00, 286.50, 1838.25, 3999.02, 28.33, 23.95, 575.00, 47, 1
97998, 1683109210, 2023/5/3 10:20:10, 42.00, 22.00, 288.19, 1839.00, 4072.27, 28.33, 23.95, 575.00, 48, 1
99998, 1683109212, 2023/5/3 10:20:12, 41.90, 22.00, 289.69, 1839.56, 4067.38, 28.33, 23.95, 575.00, 49, 1
101999, 1683109214, 2023/5/3 10:20:14, 41.90, 22.00, 291.19, 1839.94, 4067.38, 28.33, 23.95, 575.00, 50, 1
103999, 1683109216, 2023/5/3 10:20:16, 42.00, 22.00, 292.50, 1840.31, 4062.50, 27.71, 24.25, 581.00, 51, 1
105999, 1683109218, 2023/5/3 10:20:18, 42.00, 22.00, 293.81, 1840.88, 4062.50, 27.71, 24.25, 581.00, 52, 1
107999, 1683109220, 2023/5/3 10:20:20, 42.00, 22.00, 294.94, 1841.44, 4062.50, 27.71, 24.25, 581.00, 53, 1
110000, 1683109222, 2023/5/3 10:20:22, 42.00, 22.00, 296.25, 1842.00, 4062.50, 27.71, 24.25, 581.00, 54, 1
111998, 1683109224, 2023/5/3 10:20:24, 42.00, 22.00, 297.38, 1842.38, 4062.50, 27.71, 24.25, 581.00, 55, 1
113999, 1683109226, 2023/5/3 10:20:26, 42.00, 22.00, 298.50, 1842.94, 3999.02, 27.71, 24.25, 581.00, 56, 1
115998, 1683109228, 2023/5/3 10:20:28, 42.00, 22.00, 299.44, 1843.31, 3999.02, 27.71, 24.25, 581.00, 57, 1
117999, 1683109230, 2023/5/3 10:20:30, 42.00, 22.00, 300.38, 1843.88, 4067.38, 27.71, 24.25, 581.00, 58, 1
119999, 1683109232, 2023/5/3 10:20:32, 42.00, 22.00, 301.50, 1844.25, 4067.38, 27.71, 24.25, 581.00, 59, 1
121999, 1683109234, 2023/5/3 10:20:34, 42.00, 22.00, 302.63, 1844.81, 4067.38, 27.71, 24.25, 581.00, 60, 1
124000, 1683109236, 2023/5/3 10:20:36, 42.00, 22.00, 303.56, 1845.38, 4057.62, 27.08, 24.52, 578.00, 61, 1
125999, 1683109238, 2023/5/3 10:20:38, 42.00, 22.00, 304.31, 1845.75, 4057.62, 27.08, 24.52, 578.00, 62, 1
127998, 1683109240, 2023/5/3 10:20:40, 42.00, 22.00, 305.25, 1846.31, 4057.62, 27.08, 24.52, 578.00, 63, 1
129999, 1683109242, 2023/5/3 10:20:42, 42.00, 22.00, 306.38, 1847.06, 4057.62, 27.08, 24.52, 578.00, 64, 1
131999, 1683109244, 2023/5/3 10:20:44, 42.10, 22.00, 307.50, 1847.63, 4057.62, 27.08, 24.52, 578.00, 65, 1
133998, 1683109246, 2023/5/3 10:20:46, 42.00, 21.90, 308.44, 1848.38, 4057.62, 27.08, 24.52, 578.00, 66, 1
135999, 1683109248, 2023/5/3 10:20:48, 42.10, 21.90, 309.56, 1848.75, 4057.62, 27.08, 24.52, 578.00, 67, 1
137998, 1683109250, 2023/5/3 10:20:50, 42.00, 21.90, 310.31, 1849.13, 4067.38, 27.08, 24.52, 578.00, 68, 1
139999, 1683109252, 2023/5/3 10:20:52, 42.10, 21.90, 311.25, 1849.88, 4067.38, 27.08, 24.52, 578.00, 69, 1
141999, 1683109254, 2023/5/3 10:20:54, 42.10, 21.90, 312.00, 1850.44, 4067.38, 27.08, 24.52, 578.00, 70, 1
143998, 1683109256, 2023/5/3 10:20:56, 42.10, 21.90, 312.56, 1850.81, 4057.62, 26.67, 24.77, 582.00, 71, 1
145998, 1683109258, 2023/5/3 10:20:58, 42.00, 21.90, 313.31, 1851.38, 4057.62, 26.67, 24.77, 582.00, 72, 1
147998, 1683109260, 2023/5/3 10:21:0, 42.00, 21.90, 313.88, 1851.75, 4057.62, 26.67, 24.77, 582.00, 73, 1
149998, 1683109262, 2023/5/3 10:21:2, 42.10, 21.90, 314.44, 1852.31, 4057.62, 26.67, 24.77, 582.00, 74, 1
151999, 1683109264, 2023/5/3 10:21:4, 42.10, 21.90, 315.00, 1852.88, 4057.62, 26.67, 24.77, 582.00, 75, 1
153999, 1683109266, 2023/5/3 10:21:6, 42.10, 21.90, 315.56, 1853.44, 3994.14, 26.67, 24.77, 582.00, 76, 1
156000, 1683109268, 2023/5/3 10:21:8, 42.10, 21.90, 316.13, 1853.81, 3994.14, 26.67, 24.77, 582.00, 77, 1
158000, 1683109270, 2023/5/3 10:21:10, 42.10, 21.90, 316.69, 1854.19, 4067.38, 26.67, 24.77, 582.00, 78, 1
159998, 1683109272, 2023/5/3 10:21:12, 42.10, 21.90, 317.06, 1854.56, 4062.50, 26.67, 24.77, 582.00, 79, 1
161999, 1683109274, 2023/5/3 10:21:14, 42.00, 21.90, 317.81, 1855.13, 4062.50, 26.67, 24.77, 582.00, 80, 1
163999, 1683109276, 2023/5/3 10:21:16, 42.00, 21.90, 318.19, 1855.69, 4057.62, 26.13, 25.03, 582.00, 81, 1
165999, 1683109278, 2023/5/3 10:21:18, 42.10, 21.90, 318.75, 1856.06, 4057.62, 26.13, 25.03, 582.00, 82, 1
167999, 1683109280, 2023/5/3 10:21:20, 42.10, 21.90, 319.31, 1856.63, 4057.62, 26.13, 25.03, 582.00, 83, 1
169999, 1683109282, 2023/5/3 10:21:22, 42.00, 21.90, 319.88, 1857.19, 4057.62, 26.13, 25.03, 582.00, 84, 1
172000, 1683109284, 2023/5/3 10:21:24, 42.00, 21.90, 320.63, 1857.94, 4057.62, 26.13, 25.03, 582.00, 85, 1
174000, 1683109286, 2023/5/3 10:21:26, 42.10, 21.90, 321.00, 1858.31, 4057.62, 26.13, 25.03, 582.00, 86, 1
176000, 1683109288, 2023/5/3 10:21:28, 42.10, 21.90, 321.56, 1858.50, 4057.62, 26.13, 25.03, 582.00, 87, 1
178000, 1683109290, 2023/5/3 10:21:30, 42.00, 21.90, 322.13, 1859.06, 4062.50, 26.13, 25.03, 582.00, 88, 1
179999, 1683109292, 2023/5/3 10:21:32, 42.00, 21.90, 322.31, 1859.63, 4062.50, 26.13, 25.03, 582.00, 89, 1
181999, 1683109294, 2023/5/3 10:21:34, 42.00, 21.90, 322.69, 1860.19, 4062.50, 26.13, 25.03, 582.00, 90, 1
183999, 1683109296, 2023/5/3 10:21:36, 42.00, 21.90, 323.06, 1860.56, 4057.62, 25.70, 25.25, 579.00, 91, 1
185999, 1683109298, 2023/5/3 10:21:38, 42.00, 21.90, 323.06, 1860.75, 4057.62, 25.70, 25.25, 579.00, 92, 1
187999, 1683109300, 2023/5/3 10:21:40, 42.00, 21.90, 323.25, 1861.13, 4057.62, 25.70, 25.25, 579.00, 93, 1
190000, 1683109302, 2023/5/3 10:21:42, 42.00, 21.90, 323.25, 1861.69, 4052.73, 25.70, 25.25, 579.00, 94, 1
192000, 1683109304, 2023/5/3 10:21:44, 42.00, 21.90, 323.25, 1862.06, 4057.62, 25.70, 25.25, 579.00, 95, 1
193999, 1683109306, 2023/5/3 10:21:46, 42.00, 21.90, 323.25, 1862.44, 3994.14, 25.70, 25.25, 579.00, 96, 1
196000, 1683109308, 2023/5/3 10:21:48, 42.00, 21.90, 323.25, 1862.81, 3989.26, 25.70, 25.25, 579.00, 97, 1
197999, 1683109310, 2023/5/3 10:21:50, 42.00, 21.90, 323.44, 1863.19, 4062.50, 25.70, 25.25, 579.00, 98, 1
199999, 1683109312, 2023/5/3 10:21:52, 42.10, 21.90, 323.63, 1863.56, 4062.50, 25.70, 25.25, 579.00, 99, 1
201999, 1683109314, 2023/5/3 10:21:54, 42.10, 21.90, 323.81, 1864.13, 4062.50, 25.70, 25.25, 579.00, 100, 1
204000, 1683109316, 2023/5/3 10:21:56, 42.10, 21.90, 324.00, 1864.69, 4052.73, 25.21, 25.44, 579.00, 101, 1
206000, 1683109318, 2023/5/3 10:21:58, 42.00, 21.90, 324.19, 1865.44, 4052.73, 25.21, 25.44, 579.00, 102, 1
207998, 1683109320, 2023/5/3 10:22:0, 42.00, 21.90, 324.38, 1866.00, 4052.73, 25.21, 25.44, 579.00, 103, 1
209999, 1683109322, 2023/5/3 10:22:2, 42.10, 21.90, 324.75, 1866.38, 4052.73, 25.21, 25.44, 579.00, 104, 1
211999, 1683109324, 2023/5/3 10:22:4, 42.10, 21.90, 324.94, 1866.94, 4052.73, 25.21, 25.44, 579.00, 105, 1
213999, 1683109326, 2023/5/3 10:22:6, 42.10, 21.90, 325.31, 1867.31, 3989.26, 25.21, 25.44, 579.00, 106, 1
215999, 1683109328, 2023/5/3 10:22:8, 42.10, 21.90, 325.50, 1867.69, 3989.26, 25.21, 25.44, 579.00, 107, 1
217999, 1683109330, 2023/5/3 10:22:10, 42.10, 21.90, 325.50, 1867.88, 4062.50, 25.21, 25.44, 579.00, 108, 1
219999, 1683109332, 2023/5/3 10:22:12, 42.00, 21.90, 325.50, 1868.63, 4062.50, 25.21, 25.44, 579.00, 109, 1
222000, 1683109334, 2023/5/3 10:22:14, 42.00, 21.90, 325.50, 1869.00, 4057.62, 25.21, 25.44, 579.00, 110, 1
223998, 1683109336, 2023/5/3 10:22:16, 42.10, 21.90, 325.13, 1869.56, 4052.73, 24.92, 25.63, 580.00, 111, 1
225999, 1683109338, 2023/5/3 10:22:18, 42.10, 21.90, 325.13, 1869.94, 4052.73, 24.92, 25.63, 580.00, 112, 1
227999, 1683109340, 2023/5/3 10:22:20, 42.00, 21.90, 324.94, 1870.50, 4052.73, 24.92, 25.63, 580.00, 113, 1
229999, 1683109342, 2023/5/3 10:22:22, 42.10, 21.90, 324.94, 1871.06, 4052.73, 24.92, 25.63, 580.00, 114, 1
231999, 1683109344, 2023/5/3 10:22:24, 42.10, 21.90, 324.75, 1871.63, 4052.73, 24.92, 25.63, 580.00, 115, 1
233999, 1683109346, 2023/5/3 10:22:26, 42.10, 22.00, 324.56, 1871.81, 3989.26, 24.92, 25.63, 580.00, 116, 1
236000, 1683109348, 2023/5/3 10:22:28, 42.10, 22.00, 324.38, 1872.00, 3989.26, 24.92, 25.63, 580.00, 117, 1
238000, 1683109350, 2023/5/3 10:22:30, 42.00, 22.00, 324.38, 1872.19, 4062.50, 24.92, 25.63, 580.00, 118, 1
240000, 1683109352, 2023/5/3 10:22:32, 42.10, 22.00, 324.38, 1872.56, 4057.62, 24.92, 25.63, 580.00, 119, 1
241999, 1683109354, 2023/5/3 10:22:34, 42.00, 21.90, 324.19, 1873.13, 4057.62, 24.92, 25.63, 580.00, 120, 1
243999, 1683109356, 2023/5/3 10:22:36, 42.00, 22.00, 324.19, 1873.50, 4052.73, 24.47, 25.80, 579.00, 121, 1
245999, 1683109358, 2023/5/3 10:22:38, 42.00, 22.00, 324.00, 1874.06, 4052.73, 24.47, 25.80, 579.00, 122, 1
247999, 1683109360, 2023/5/3 10:22:40, 42.10, 22.00, 324.00, 1874.06, 4052.73, 24.47, 25.80, 579.00, 123, 1
249999, 1683109362, 2023/5/3 10:22:42, 42.10, 22.00, 323.81, 1874.25, 4052.73, 24.47, 25.80, 579.00, 124, 1
251999, 1683109364, 2023/5/3 10:22:44, 42.00, 22.00, 323.63, 1874.63, 4052.73, 24.47, 25.80, 579.00, 125, 1
254000, 1683109366, 2023/5/3 10:22:46, 42.00, 22.00, 323.44, 1874.81, 4052.73, 24.47, 25.80, 579.00, 126, 1
255998, 1683109368, 2023/5/3 10:22:48, 42.10, 22.00, 323.44, 1875.94, 3989.26, 24.47, 25.80, 579.00, 127, 1
257999, 1683109370, 2023/5/3 10:22:50, 42.10, 22.00, 323.25, 1876.50, 4057.62, 24.47, 25.80, 579.00, 128, 1
259998, 1683109372, 2023/5/3 10:22:52, 42.00, 22.00, 322.69, 1877.25, 4057.62, 24.47, 25.80, 579.00, 129, 1
261999, 1683109374, 2023/5/3 10:22:54, 42.00, 22.00, 322.50, 1877.25, 4057.62, 24.47, 25.80, 579.00, 130, 1
264000, 1683109376, 2023/5/3 10:22:56, 42.00, 22.00, 322.31, 1877.81, 4052.73, 24.25, 25.95, 584.00, 131, 1
265999, 1683109378, 2023/5/3 10:22:58, 42.10, 22.00, 322.31, 1878.38, 4052.73, 24.25, 25.95, 584.00, 132, 1
267999, 1683109380, 2023/5/3 10:23:0, 42.10, 22.00, 322.50, 1878.19, 4052.73, 24.25, 25.95, 584.00, 133, 1
270000, 1683109382, 2023/5/3 10:23:2, 42.10, 22.00, 322.69, 1878.38, 4052.73, 24.25, 25.95, 584.00, 134, 1
272000, 1683109384, 2023/5/3 10:23:4, 42.10, 22.00, 323.06, 1878.38, 4052.73, 24.25, 25.95, 584.00, 135, 1
273999, 1683109386, 2023/5/3 10:23:6, 42.10, 22.00, 323.63, 1878.75, 3989.26, 24.25, 25.95, 584.00, 136, 1
275998, 1683109388, 2023/5/3 10:23:8, 42.10, 22.00, 323.81, 1878.75, 3984.37, 24.25, 25.95, 584.00, 137, 1
277998, 1683109390, 2023/5/3 10:23:10, 42.10, 22.00, 324.00, 1879.31, 4057.62, 24.25, 25.95, 584.00, 138, 1
279999, 1683109392, 2023/5/3 10:23:12, 42.10, 22.00, 324.19, 1879.69, 4057.62, 24.25, 25.95, 584.00, 139, 1
281999, 1683109394, 2023/5/3 10:23:14, 42.10, 22.00, 324.19, 1880.06, 4057.62, 24.25, 25.95, 584.00, 140, 1
283999, 1683109396, 2023/5/3 10:23:16, 42.10, 22.00, 324.19, 1880.06, 4052.73, 23.81, 26.18, 593.00, 141, 1
285999, 1683109398, 2023/5/3 10:23:18, 42.20, 22.00, 324.38, 1880.63, 4047.85, 23.81, 26.18, 593.00, 142, 1
288000, 1683109400, 2023/5/3 10:23:20, 42.20, 22.10, 324.56, 1881.19, 4052.73, 23.81, 26.18, 593.00, 143, 1
289999, 1683109402, 2023/5/3 10:23:22, 42.20, 22.10, 324.75, 1881.19, 4047.85, 23.81, 26.18, 593.00, 144, 1
291999, 1683109404, 2023/5/3 10:23:24, 42.20, 22.10, 324.75, 1881.38, 4047.85, 23.81, 26.18, 593.00, 145, 1
293999, 1683109406, 2023/5/3 10:23:26, 42.20, 22.10, 324.75, 1881.38, 3989.26, 23.81, 26.18, 593.00, 146, 1
295998, 1683109408, 2023/5/3 10:23:28, 42.20, 22.10, 324.38, 1881.56, 3984.37, 23.81, 26.18, 593.00, 147, 1
297999, 1683109410, 2023/5/3 10:23:30, 42.20, 22.00, 324.00, 1881.94, 4057.62, 23.81, 26.18, 593.00, 148, 1
299999, 1683109412, 2023/5/3 10:23:32, 42.10, 22.10, 323.81, 1882.50, 4057.62, 23.81, 26.18, 593.00, 149, 1
302000, 1683109414, 2023/5/3 10:23:34, 42.10, 22.10, 323.81, 1882.69, 4057.62, 23.81, 26.18, 593.00, 150, 1
304000, 1683109416, 2023/5/3 10:23:36, 42.10, 22.10, 323.63, 1883.06, 4047.85, 23.95, 26.38, 605.00, 151, 1
305998, 1683109418, 2023/5/3 10:23:38, 42.10, 22.10, 323.44, 1883.06, 4047.85, 23.95, 26.38, 605.00, 152, 1
308000, 1683109420, 2023/5/3 10:23:40, 42.10, 22.10, 322.88, 1883.25, 4047.85, 23.95, 26.38, 605.00, 153, 1
309999, 1683109422, 2023/5/3 10:23:42, 42.10, 22.10, 322.69, 1883.63, 4047.85, 23.95, 26.38, 605.00, 154, 1
311999, 1683109424, 2023/5/3 10:23:44, 42.10, 22.10, 322.50, 1884.00, 3959.96, 23.95, 26.38, 605.00, 155, 1
313999, 1683109426, 2023/5/3 10:23:46, 42.10, 22.10, 322.31, 1884.38, 4047.85, 23.95, 26.38, 605.00, 156, 1
315999, 1683109428, 2023/5/3 10:23:48, 42.10, 22.10, 322.31, 1884.75, 3984.37, 23.95, 26.38, 605.00, 157, 1
318000, 1683109430, 2023/5/3 10:23:50, 42.10, 22.10, 322.13, 1884.94, 4057.62, 23.95, 26.38, 605.00, 158, 1
319998, 1683109432, 2023/5/3 10:23:52, 42.00, 22.10, 321.75, 1884.94, 4057.62, 23.95, 26.38, 605.00, 159, 1
321999, 1683109434, 2023/5/3 10:23:54, 42.00, 22.10, 321.38, 1885.31, 4057.62, 23.95, 26.38, 605.00, 160, 1
324000, 1683109436, 2023/5/3 10:23:56, 42.00, 22.10, 321.19, 1885.69, 4047.85, 23.67, 26.57, 603.00, 161, 1
325999, 1683109438, 2023/5/3 10:23:58, 42.00, 22.10, 320.81, 1886.06, 4047.85, 23.67, 26.57, 603.00, 162, 1
327999, 1683109440, 2023/5/3 10:24:0, 42.00, 22.10, 320.63, 1886.25, 4047.85, 23.67, 26.57, 603.00, 163, 1
329999, 1683109442, 2023/5/3 10:24:2, 42.00, 22.10, 320.44, 1886.63, 4047.85, 23.67, 26.57, 603.00, 164, 1
331999, 1683109444, 2023/5/3 10:24:4, 42.00, 22.10, 320.25, 1886.63, 4047.85, 23.67, 26.57, 603.00, 165, 1
333999, 1683109446, 2023/5/3 10:24:6, 42.00, 22.20, 320.06, 1886.81, 4047.85, 23.67, 26.57, 603.00, 166, 1
336000, 1683109448, 2023/5/3 10:24:8, 42.00, 22.20, 319.50, 1886.81, 3989.26, 23.67, 26.57, 603.00, 167, 1
337999, 1683109450, 2023/5/3 10:24:10, 42.00, 22.20, 319.13, 1886.63, 4057.62, 23.67, 26.57, 603.00, 168, 1
339999, 1683109452, 2023/5/3 10:24:12, 42.00, 22.20, 318.38, 1886.63, 4057.62, 23.67, 26.57, 603.00, 169, 1
341999, 1683109454, 2023/5/3 10:24:14, 42.00, 22.20, 317.44, 1887.19, 4052.73, 23.67, 26.57, 603.00, 170, 1
343999, 1683109456, 2023/5/3 10:24:16, 42.00, 22.20, 316.69, 1887.00, 4047.85, 23.51, 26.74, 595.00, 171, 1
345999, 1683109458, 2023/5/3 10:24:18, 42.00, 22.20, 316.31, 1887.38, 4047.85, 23.51, 26.74, 595.00, 172, 1
347999, 1683109460, 2023/5/3 10:24:20, 42.00, 22.20, 315.75, 1887.19, 4047.85, 23.51, 26.74, 595.00, 173, 1
350000, 1683109462, 2023/5/3 10:24:22, 42.00, 22.20, 315.56, 1887.38, 4047.85, 23.51, 26.74, 595.00, 174, 1
351998, 1683109464, 2023/5/3 10:24:24, 42.00, 22.20, 315.19, 1887.75, 4047.85, 23.51, 26.74, 595.00, 175, 1
353999, 1683109466, 2023/5/3 10:24:26, 41.90, 22.20, 314.81, 1888.13, 4047.85, 23.51, 26.74, 595.00, 176, 1
355999, 1683109468, 2023/5/3 10:24:28, 41.90, 22.20, 314.63, 1888.13, 4047.85, 23.51, 26.74, 595.00, 177, 1
357999, 1683109470, 2023/5/3 10:24:30, 42.00, 22.20, 314.44, 1888.31, 4057.62, 23.51, 26.74, 595.00, 178, 1
359999, 1683109472, 2023/5/3 10:24:32, 42.00, 22.20, 314.44, 1888.50, 4052.73, 23.51, 26.74, 595.00, 179, 1
361999, 1683109474, 2023/5/3 10:24:34, 42.00, 22.20, 314.06, 1888.69, 4052.73, 23.51, 26.74, 595.00, 180, 1
364000, 1683109476, 2023/5/3 10:24:36, 42.00, 22.20, 313.69, 1888.69, 4047.85, 23.13, 26.92, 595.00, 181, 1
366000, 1683109478, 2023/5/3 10:24:38, 42.00, 22.20, 313.13, 1888.88, 4047.85, 23.13, 26.92, 595.00, 182, 1
368000, 1683109480, 2023/5/3 10:24:40, 42.00, 22.20, 312.19, 1889.06, 4042.97, 23.13, 26.92, 595.00, 183, 1
369999, 1683109482, 2023/5/3 10:24:42, 42.00, 22.20, 311.06, 1888.88, 4047.85, 23.13, 26.92, 595.00, 184, 1
371998, 1683109484, 2023/5/3 10:24:44, 42.00, 22.20, 310.13, 1889.06, 4047.85, 23.13, 26.92, 595.00, 185, 1
373999, 1683109486, 2023/5/3 10:24:46, 42.00, 22.20, 309.19, 1889.06, 4047.85, 23.13, 26.92, 595.00, 186, 1
