millis,stampunix,datetime,RH%,tempC,CH4smV, CH4rmV, VbatmV, K33_RH, K33_Temp, K33_CO2, SampleNumber, PumpCycle
7999, 1691595352, 2023/8/9 15:35:52, nan, nan, 224.44, 1841.44, 1250.00, 0.00, 0.00, 0.00, 3, 1
9999, 1691595354, 2023/8/9 15:35:54, nan, nan, 225.75, 1842.19, 1250.00, 0.00, 0.00, 0.00, 4, 1
12000, 1691595356, 2023/8/9 15:35:56, 57.50, 24.70, 226.88, 1842.94, 1250.00, 0.00, 0.00, 0.00, 5, 1
14000, 1691595358, 2023/8/9 15:35:58, 57.10, 24.70, 228.19, 1843.69, 1250.00, 0.00, 0.00, 0.00, 6, 1
16000, 1691595360, 2023/8/9 15:36:0, 57.80, 24.70, 229.31, 1843.50, 1245.12, 0.00, 0.00, 0.00, 7, 1
17998, 1691595362, 2023/8/9 15:36:2, 57.80, 24.70, 230.81, 1844.06, 1245.12, 0.00, 0.00, 0.00, 8, 1
19999, 1691595364, 2023/8/9 15:36:4, 58.00, 24.70, 231.94, 1844.81, 1250.00, 0.00, 0.00, 0.00, 9, 1
3999, 1691596502, 2023/8/9 15:55:2, 61.80, 23.00, 323.81, 1810.50, 4165.04, 0.00, 23.00, 0.00, 1, 1
5999, 1691596504, 2023/8/9 15:55:4, 61.80, 23.00, 262.13, 1811.44, 4165.04, 0.00, 23.00, 0.00, 2, 1
7999, 1691596506, 2023/8/9 15:55:6, 61.80, 23.00, 225.38, 1811.25, 4165.04, 0.00, 23.00, 0.00, 3, 1
9999, 1691596508, 2023/8/9 15:55:8, 61.70, 23.00, 205.31, 1811.25, 4165.04, 0.00, 23.00, 0.00, 4, 1
11999, 1691596510, 2023/8/9 15:55:10, 61.70, 23.00, 194.81, 1811.06, 4165.04, 0.00, 23.00, 0.00, 5, 1
14000, 1691596512, 2023/8/9 15:55:12, 61.70, 23.10, 189.19, 1812.19, 4165.04, 0.00, 23.00, 0.00, 6, 1
16000, 1691596514, 2023/8/9 15:55:14, 61.70, 23.00, 1812.19, 1811.81, 4165.04, 0.00, 23.00, 0.00, 7, 1
17999, 1691596516, 2023/8/9 15:55:16, 61.70, 23.00, 185.06, 1812.00, 4169.92, 0.00, 23.00, 0.00, 8, 1
19999, 1691596518, 2023/8/9 15:55:18, 61.70, 23.10, 184.69, 1812.00, 4169.92, 0.00, 23.00, 0.00, 9, 1
21999, 1691596520, 2023/8/9 15:55:20, 61.70, 23.10, 184.88, 1812.75, 4169.92, 0.00, 23.00, 0.00, 10, 1
23999, 1691596522, 2023/8/9 15:55:22, 61.80, 23.00, 185.44, 1813.13, 4160.16, 61.15, 23.19, 554.00, 11, 1
25999, 1691596524, 2023/8/9 15:55:24, 61.70, 23.00, 186.38, 1812.94, 4160.16, 61.15, 23.19, 554.00, 12, 1
27999, 1691596526, 2023/8/9 15:55:26, 61.70, 23.10, 187.50, 1812.75, 4160.16, 61.15, 23.19, 554.00, 13, 1
30000, 1691596528, 2023/8/9 15:55:28, 61.70, 23.10, 188.81, 1813.69, 4160.16, 61.15, 23.19, 554.00, 14, 1
32000, 1691596530, 2023/8/9 15:55:30, 61.70, 23.10, 190.13, 1813.31, 4096.68, 61.15, 23.19, 554.00, 15, 1
33999, 1691596532, 2023/8/9 15:55:32, 61.70, 23.10, 191.63, 1814.44, 4091.80, 61.15, 23.19, 554.00, 16, 1
35998, 1691596534, 2023/8/9 15:55:34, 61.70, 23.10, 193.13, 1814.44, 4096.68, 61.15, 23.19, 554.00, 17, 1
37999, 1691596536, 2023/8/9 15:55:36, 61.70, 23.10, 194.63, 1814.63, 4160.16, 61.15, 23.19, 554.00, 18, 1
39999, 1691596538, 2023/8/9 15:55:38, 61.80, 23.10, 196.13, 1814.81, 4160.16, 61.15, 23.19, 554.00, 19, 1
41999, 1691596540, 2023/8/9 15:55:40, 61.70, 23.10, 197.81, 1815.19, 4160.16, 61.15, 23.19, 554.00, 20, 1
44000, 1691596542, 2023/8/9 15:55:42, 61.70, 23.10, 199.31, 1815.75, 4155.27, 60.76, 23.48, 545.00, 21, 1
45999, 1691596544, 2023/8/9 15:55:44, 61.80, 23.00, 201.00, 1815.75, 4155.27, 60.76, 23.48, 545.00, 22, 1
48000, 1691596546, 2023/8/9 15:55:46, 61.80, 23.00, 202.69, 1816.31, 4150.39, 60.76, 23.48, 545.00, 23, 1
49998, 1691596548, 2023/8/9 15:55:48, 61.70, 23.00, 204.19, 1817.06, 4155.27, 60.76, 23.48, 545.00, 24, 1
51999, 1691596550, 2023/8/9 15:55:50, 61.80, 23.10, 205.88, 1816.88, 4150.39, 60.76, 23.48, 545.00, 25, 1
53999, 1691596552, 2023/8/9 15:55:52, 61.70, 23.00, 207.38, 1817.63, 4091.80, 60.76, 23.48, 545.00, 26, 1
55999, 1691596554, 2023/8/9 15:55:54, 61.70, 23.00, 209.06, 1818.00, 4086.91, 60.76, 23.48, 545.00, 27, 1
57999, 1691596556, 2023/8/9 15:55:56, 61.70, 23.10, 210.56, 1818.56, 4155.27, 60.76, 23.48, 545.00, 28, 1
59999, 1691596558, 2023/8/9 15:55:58, 61.80, 23.10, 212.06, 1819.31, 4155.27, 60.76, 23.48, 545.00, 29, 1
61999, 1691596560, 2023/8/9 15:56:0, 61.90, 23.10, 213.56, 1819.13, 4155.27, 60.76, 23.48, 545.00, 30, 1
63998, 1691596562, 2023/8/9 15:56:2, 61.80, 23.10, 215.25, 1820.06, 4150.39, 60.00, 23.83, 537.00, 31, 1
65998, 1691596564, 2023/8/9 15:56:4, 61.80, 23.10, 216.75, 1820.81, 4145.51, 60.00, 23.83, 537.00, 32, 1
67999, 1691596566, 2023/8/9 15:56:6, 61.80, 23.10, 218.25, 1821.00, 4145.51, 60.00, 23.83, 537.00, 33, 1
69999, 1691596568, 2023/8/9 15:56:8, 61.80, 23.10, 219.56, 1821.38, 4086.91, 60.00, 23.83, 537.00, 34, 1
71998, 1691596570, 2023/8/9 15:56:10, 61.80, 23.10, 221.06, 1821.75, 4082.03, 60.00, 23.83, 537.00, 35, 1
73999, 1691596572, 2023/8/9 15:56:12, 61.80, 23.10, 222.56, 1822.69, 4086.91, 60.00, 23.83, 537.00, 36, 1
76000, 1691596574, 2023/8/9 15:56:14, 61.80, 23.10, 224.06, 1823.25, 4082.03, 60.00, 23.83, 537.00, 37, 1
77999, 1691596576, 2023/8/9 15:56:16, 61.70, 23.10, 225.38, 1823.63, 4155.27, 60.00, 23.83, 537.00, 38, 1
80000, 1691596578, 2023/8/9 15:56:18, 61.70, 23.10, 226.69, 1824.00, 4150.39, 60.00, 23.83, 537.00, 39, 1
81999, 1691596580, 2023/8/9 15:56:20, 61.70, 23.10, 228.19, 1824.75, 4150.39, 60.00, 23.83, 537.00, 40, 1
83999, 1691596582, 2023/8/9 15:56:22, 61.60, 23.10, 229.50, 1824.75, 4145.51, 59.11, 24.14, 518.00, 41, 1
85999, 1691596584, 2023/8/9 15:56:24, 61.40, 23.10, 230.81, 1825.88, 4145.51, 59.11, 24.14, 518.00, 42, 1
87999, 1691596586, 2023/8/9 15:56:26, 61.40, 23.10, 232.13, 1826.44, 4140.62, 59.11, 24.14, 518.00, 43, 1
89999, 1691596588, 2023/8/9 15:56:28, 61.40, 23.10, 233.44, 1827.19, 4082.03, 59.11, 24.14, 518.00, 44, 1
92000, 1691596590, 2023/8/9 15:56:30, 61.40, 23.10, 234.56, 1827.56, 4077.15, 59.11, 24.14, 518.00, 45, 1
94000, 1691596592, 2023/8/9 15:56:32, 61.30, 23.10, 235.88, 1828.31, 4082.03, 59.11, 24.14, 518.00, 46, 1
95998, 1691596594, 2023/8/9 15:56:34, 61.30, 23.10, 237.19, 1829.44, 4077.15, 59.11, 24.14, 518.00, 47, 1
97999, 1691596596, 2023/8/9 15:56:36, 61.30, 23.10, 238.31, 1829.81, 4150.39, 59.11, 24.14, 518.00, 48, 1
99999, 1691596598, 2023/8/9 15:56:38, 61.40, 23.10, 239.63, 1830.75, 4145.51, 59.11, 24.14, 518.00, 49, 1
101999, 1691596600, 2023/8/9 15:56:40, 61.40, 23.10, 240.75, 1830.94, 4145.51, 59.11, 24.14, 518.00, 50, 1
104000, 1691596602, 2023/8/9 15:56:42, 61.30, 23.20, 241.88, 1831.31, 4140.62, 57.52, 24.43, 521.00, 51, 1
106000, 1691596604, 2023/8/9 15:56:44, 61.20, 23.10, 243.00, 1832.44, 4140.62, 57.52, 24.43, 521.00, 52, 1
107999, 1691596606, 2023/8/9 15:56:46, 61.20, 23.20, 244.31, 1833.00, 4140.62, 57.52, 24.43, 521.00, 53, 1
110000, 1691596608, 2023/8/9 15:56:48, 61.20, 23.10, 245.25, 1833.56, 4077.15, 57.52, 24.43, 521.00, 54, 1
112000, 1691596610, 2023/8/9 15:56:50, 61.20, 23.10, 246.38, 1834.13, 4072.27, 57.52, 24.43, 521.00, 55, 1
113999, 1691596612, 2023/8/9 15:56:52, 61.30, 23.20, 247.31, 1834.88, 4077.15, 57.52, 24.43, 521.00, 56, 1
115998, 1691596614, 2023/8/9 15:56:54, 61.30, 23.20, 248.44, 1835.25, 4072.27, 57.52, 24.43, 521.00, 57, 1
117999, 1691596616, 2023/8/9 15:56:56, 61.30, 23.20, 249.56, 1835.81, 4145.51, 57.52, 24.43, 521.00, 58, 1
119999, 1691596618, 2023/8/9 15:56:58, 61.30, 23.20, 250.31, 1836.94, 4145.51, 57.52, 24.43, 521.00, 59, 1
121999, 1691596620, 2023/8/9 15:57:0, 61.30, 23.20, 251.44, 1837.88, 4140.62, 57.52, 24.43, 521.00, 60, 1
123999, 1691596622, 2023/8/9 15:57:2, 61.30, 23.20, 252.38, 1838.63, 4135.74, 56.75, 24.73, 531.00, 61, 1
126000, 1691596624, 2023/8/9 15:57:4, 61.20, 23.20, 253.31, 1839.56, 4135.74, 56.75, 24.73, 531.00, 62, 1
128000, 1691596626, 2023/8/9 15:57:6, 61.20, 23.20, 254.25, 1839.94, 4135.74, 56.75, 24.73, 531.00, 63, 1
129999, 1691596628, 2023/8/9 15:57:8, 61.30, 23.20, 255.19, 1839.94, 4135.74, 56.75, 24.73, 531.00, 64, 1
131999, 1691596630, 2023/8/9 15:57:10, 61.20, 23.20, 256.13, 1841.44, 4072.27, 56.75, 24.73, 531.00, 65, 1
133999, 1691596632, 2023/8/9 15:57:12, 61.20, 23.20, 257.06, 1842.00, 4067.38, 56.75, 24.73, 531.00, 66, 1
135999, 1691596634, 2023/8/9 15:57:14, 61.20, 23.20, 257.81, 1842.19, 4072.27, 56.75, 24.73, 531.00, 67, 1
138000, 1691596636, 2023/8/9 15:57:16, 61.20, 23.20, 258.75, 1842.94, 4140.62, 56.75, 24.73, 531.00, 68, 1
140000, 1691596638, 2023/8/9 15:57:18, 61.30, 23.20, 259.50, 1843.50, 4140.62, 56.75, 24.73, 531.00, 69, 1
141999, 1691596640, 2023/8/9 15:57:20, 61.20, 23.20, 260.44, 1844.06, 4140.62, 56.75, 24.73, 531.00, 70, 1
143998, 1691596642, 2023/8/9 15:57:22, 61.20, 23.20, 261.19, 1845.00, 4130.86, 55.61, 25.01, 511.00, 71, 1
145998, 1691596644, 2023/8/9 15:57:24, 61.20, 23.30, 261.94, 1846.13, 4130.86, 55.61, 25.01, 511.00, 72, 1
147999, 1691596646, 2023/8/9 15:57:26, 61.50, 23.30, 262.69, 1846.69, 4130.86, 55.61, 25.01, 511.00, 73, 1
149999, 1691596648, 2023/8/9 15:57:28, 62.10, 23.30, 263.63, 1847.25, 4130.86, 55.61, 25.01, 511.00, 74, 1
151999, 1691596650, 2023/8/9 15:57:30, 62.30, 23.30, 264.00, 1848.00, 4067.38, 55.61, 25.01, 511.00, 75, 1
153999, 1691596652, 2023/8/9 15:57:32, 62.30, 23.30, 264.56, 1849.31, 4067.38, 55.61, 25.01, 511.00, 76, 1
155999, 1691596654, 2023/8/9 15:57:34, 62.80, 23.30, 265.31, 1850.25, 4072.27, 55.61, 25.01, 511.00, 77, 1
158000, 1877851760, 2165/8/9 15:57:36
